Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	0.851082	1.588338	73.937996	60.829998	
0.100000	0.827454	1.435392	74.790001	61.980000	
0.100000	0.819589	1.627278	74.933998	60.389999	
0.100000	0.810389	1.467620	75.405998	61.969997	
0.100000	0.807655	1.480230	75.409996	62.469997	
0.100000	0.795916	1.517347	75.575996	60.949997	
0.100000	0.790300	1.414879	75.785995	64.379997	
0.100000	0.779760	1.536124	76.159996	62.039997	
0.100000	0.777390	1.431941	76.112000	62.919998	
0.100000	0.765211	1.449836	76.459999	63.029999	
0.100000	0.748581	1.593683	77.007996	61.719997	
0.100000	0.742754	1.641520	77.209999	59.649998	
0.100000	0.741489	1.406117	77.043999	63.939999	
0.100000	0.735399	1.553869	77.337997	62.840000	
0.100000	0.722459	1.653491	77.741997	60.629997	
0.100000	0.729181	1.650381	77.245995	59.529999	
0.100000	0.721958	1.616178	77.491997	60.259998	
0.100000	0.712227	1.522437	77.914001	61.910000	
0.100000	0.701831	1.427031	78.141998	63.349998	
0.100000	0.694658	1.679228	78.463997	60.340000	
0.100000	0.703482	1.669358	78.150002	60.730000	
0.100000	0.684569	1.788609	78.970001	58.779999	
0.100000	0.690961	1.516985	78.517998	61.969997	
0.100000	0.690815	1.533018	78.431999	62.419998	
0.100000	0.675751	1.478494	79.049995	63.509998	
0.100000	0.669678	1.634994	79.054001	60.320000	
0.100000	0.667962	1.542504	79.017998	62.250000	
0.100000	0.667063	1.586298	79.131996	61.840000	
0.100000	0.656071	1.532169	79.507996	62.539997	
0.100000	0.651539	1.491587	79.706001	64.209999	
0.100000	0.650523	1.485868	79.701996	63.559998	
0.100000	0.635723	1.560548	80.068001	62.829998	
0.100000	0.647773	1.561907	79.579994	62.680000	
0.100000	0.635770	1.520894	80.056000	63.279999	
0.100000	0.647411	1.588867	79.619995	62.259998	
0.100000	0.627965	1.574114	80.122002	62.500000	
0.100000	0.628175	1.507889	80.445999	63.219997	
0.100000	0.627047	1.570757	80.208000	63.439999	
0.100000	0.631340	1.637637	80.136002	60.759998	
0.100000	0.621678	1.581873	80.335999	62.579998	
0.100000	0.611963	1.487593	80.743996	63.889999	
0.100000	0.615069	1.572336	80.759995	62.029999	
0.100000	0.607160	1.541964	80.891998	63.199997	
0.010000	0.308882	1.077975	90.687996	73.000000	
0.010000	0.214923	1.110370	93.683998	73.189995	
0.010000	0.185224	1.125810	94.669998	73.180000	
0.010000	0.164987	1.144183	95.225998	73.199997	
0.010000	0.147081	1.176669	95.829994	72.909996	
0.010000	0.137108	1.196305	96.042000	73.009995	
0.010000	0.124529	1.216984	96.624001	72.809998	
0.010000	0.115747	1.227364	96.855995	73.159996	
0.010000	0.108783	1.256500	96.965996	72.619995	
0.010000	0.101835	1.261172	97.248001	72.959999	
0.010000	0.094405	1.275704	97.545998	72.989998	
0.010000	0.090498	1.286040	97.561996	72.869995	
0.010000	0.087729	1.320073	97.667999	72.479996	
0.010000	0.080628	1.312293	97.865997	72.979996	
0.010000	0.075290	1.334066	98.019997	72.529999	
0.010000	0.073152	1.342965	98.099998	72.509995	
0.010000	0.069451	1.351259	98.297997	72.790001	
0.010000	0.067349	1.362136	98.290001	72.860001	
0.010000	0.064338	1.375598	98.365997	72.639999	
0.010000	0.060057	1.399863	98.521996	72.339996	
0.010000	0.059124	1.414163	98.501999	72.729996	
0.010000	0.056977	1.411838	98.596001	72.839996	
0.010000	0.052918	1.410353	98.757996	72.739998	
0.010000	0.052015	1.415354	98.748001	72.939995	
0.010000	0.050645	1.421929	98.809998	72.599998	
0.010000	0.048628	1.437895	98.820000	72.570000	
0.010000	0.048031	1.442742	98.825996	72.400002	
0.010000	0.044035	1.458875	99.035995	72.559998	
0.010000	0.043884	1.457880	99.014000	72.570000	
0.010000	0.042506	1.471652	99.077995	72.470001	
0.010000	0.040423	1.468992	99.107994	72.419998	
0.010000	0.040176	1.474659	99.112000	72.529999	
0.010000	0.039647	1.476118	99.115997	72.610001	
0.010000	0.038800	1.477432	99.124001	72.559998	
0.010000	0.038575	1.498949	99.105995	72.709999	
0.010000	0.036170	1.499511	99.195999	72.500000	
0.010000	0.035861	1.520584	99.225998	72.570000	
0.010000	0.033637	1.504880	99.285995	72.489998	
0.010000	0.033309	1.518028	99.287994	72.290001	
0.010000	0.033698	1.504821	99.301994	72.559998	
0.010000	0.033659	1.510583	99.279999	72.489998	
0.001000	0.029559	1.505926	99.431999	72.699997	
0.001000	0.026006	1.503924	99.547997	72.659996	
0.001000	0.024722	1.501100	99.587997	72.759995	
0.001000	0.024138	1.506158	99.585999	72.830002	
0.001000	0.023615	1.500002	99.568001	72.820000	
0.001000	0.023033	1.496755	99.629997	72.900002	
0.001000	0.022876	1.501177	99.663994	72.970001	
0.001000	0.021978	1.501302	99.667999	73.059998	
0.001000	0.022012	1.502700	99.645996	72.809998	
0.001000	0.021898	1.504041	99.639999	73.009995	
0.001000	0.021268	1.511245	99.685997	73.049995	
0.001000	0.021297	1.510335	99.691994	72.889999	
0.001000	0.020946	1.506931	99.673996	72.979996	
0.001000	0.021242	1.509090	99.681999	72.860001	
0.001000	0.020964	1.509306	99.709999	72.830002	
0.001000	0.021070	1.508878	99.671997	72.919998	
0.001000	0.020618	1.504936	99.695999	73.119995	
0.001000	0.020589	1.508777	99.706001	72.889999	
0.001000	0.020110	1.510346	99.711998	72.849998	
0.001000	0.020089	1.514098	99.703995	72.839996	
0.001000	0.019865	1.516904	99.706001	72.860001	
0.001000	0.019926	1.507665	99.683998	72.949997	
0.001000	0.019538	1.511983	99.748001	72.779999	
0.001000	0.019809	1.517563	99.689995	72.759995	
0.001000	0.019333	1.513429	99.723999	72.909996	
0.001000	0.019187	1.513991	99.715996	73.049995	
0.001000	0.018915	1.521221	99.743996	73.059998	
0.001000	0.019595	1.520878	99.681999	72.959999	
0.001000	0.018916	1.517163	99.764000	73.070000	
0.001000	0.019105	1.525462	99.720001	72.809998	
0.001000	0.018878	1.517539	99.741997	72.769997	
0.001000	0.018859	1.519345	99.723999	72.879997	
0.001000	0.018632	1.516350	99.762001	72.879997	
0.001000	0.018808	1.521654	99.711998	72.759995	
0.001000	0.018651	1.519090	99.764000	72.799995	
0.001000	0.019098	1.524546	99.720001	72.720001	
0.001000	0.018327	1.517143	99.762001	72.939995	
0.001000	0.018487	1.526537	99.743996	73.009995	
0.001000	0.018224	1.519554	99.767998	72.919998	
0.001000	0.018023	1.519893	99.748001	72.790001	
0.001000	0.017527	1.529987	99.799995	72.930000	
0.001000	0.018059	1.527055	99.764000	73.040001	
