Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.010000	0.090585	0.178147	97.028000	94.280000	
0.010000	0.056725	0.176354	98.308000	94.450000	
0.010000	0.046901	0.172097	98.600000	94.680000	
0.010000	0.038419	0.179496	98.838000	94.430000	
0.010000	0.035000	0.176631	98.932000	94.680000	
0.010000	0.031654	0.184320	99.102000	94.580000	
0.010000	0.028215	0.185095	99.174000	94.830000	
0.010000	0.025858	0.190382	99.254000	94.550000	
0.010000	0.022416	0.186834	99.416000	94.570000	
0.010000	0.021386	0.195778	99.378000	94.640000	
0.010000	0.020247	0.192872	99.452000	94.800000	
0.010000	0.018554	0.197089	99.550000	94.950000	
0.010000	0.017560	0.193868	99.538000	94.760000	
0.010000	0.016319	0.192706	99.596000	94.680000	
0.010000	0.015610	0.194582	99.592000	94.850000	
0.010000	0.014893	0.196709	99.608000	94.720000	
0.010000	0.014537	0.205150	99.624000	94.570000	
0.010000	0.013735	0.202670	99.678000	94.890000	
0.010000	0.013203	0.198778	99.686000	94.960000	
0.010000	0.012117	0.208324	99.728000	94.740000	
0.010000	0.010709	0.201786	99.794000	94.770000	
0.010000	0.011748	0.205899	99.734000	94.890000	
0.010000	0.010269	0.209502	99.758000	94.820000	
0.010000	0.010986	0.203762	99.712000	94.830000	
0.010000	0.009372	0.207103	99.798000	94.790000	
0.010000	0.008865	0.203838	99.808000	94.870000	
0.010000	0.009661	0.210047	99.774000	94.820000	
0.010000	0.009521	0.202609	99.776000	94.750000	
0.010000	0.009020	0.214855	99.790000	94.680000	
0.010000	0.009677	0.213657	99.772000	94.940000	
0.010000	0.008557	0.218284	99.820000	94.770000	
0.010000	0.008128	0.211087	99.852000	94.840000	
0.010000	0.008376	0.213976	99.824000	94.890000	
0.010000	0.007939	0.214395	99.838000	94.790000	
0.010000	0.007963	0.216375	99.844000	94.790000	
0.010000	0.007840	0.218653	99.820000	94.790000	
0.010000	0.007379	0.216525	99.860000	94.760000	
0.010000	0.008619	0.220498	99.826000	94.680000	
0.010000	0.007531	0.217040	99.844000	94.790000	
0.010000	0.007124	0.222887	99.846000	94.770000	
0.010000	0.006779	0.218674	99.856000	94.730000	
0.010000	0.007866	0.211320	99.828000	94.740000	
0.010000	0.007611	0.218382	99.830000	94.670000	
0.010000	0.007210	0.214462	99.858000	94.710000	
0.010000	0.007122	0.217691	99.846000	94.770000	
0.010000	0.007290	0.216202	99.856000	94.740000	
0.010000	0.006932	0.226152	99.868000	94.730000	
0.010000	0.008348	0.215511	99.810000	94.800000	
0.010000	0.007839	0.223829	99.816000	94.530000	
0.010000	0.008353	0.218384	99.798000	94.500000	
0.010000	0.007466	0.220915	99.806000	94.640000	
0.010000	0.006525	0.219361	99.864000	94.740000	
0.010000	0.006718	0.218426	99.880000	94.600000	
0.010000	0.006909	0.221966	99.852000	94.680000	
0.010000	0.006899	0.216098	99.846000	94.550000	
0.010000	0.008048	0.215341	99.804000	94.820000	
0.010000	0.008032	0.226429	99.812000	94.650000	
0.010000	0.007772	0.222618	99.840000	94.460000	
0.010000	0.008092	0.217510	99.794000	94.640000	
0.010000	0.006693	0.221140	99.872000	94.630000	
0.010000	0.007466	0.220995	99.812000	94.520000	
0.010000	0.008779	0.226839	99.768000	94.470000	
0.010000	0.008701	0.224733	99.772000	94.530000	
0.010000	0.009028	0.225943	99.764000	94.580000	
0.010000	0.008418	0.232463	99.788000	94.510000	
0.010000	0.009644	0.233403	99.772000	94.450000	
0.010000	0.009585	0.221668	99.768000	94.540000	
0.010000	0.007735	0.225970	99.824000	94.480000	
0.010000	0.009207	0.229923	99.754000	94.400000	
0.010000	0.010289	0.217643	99.758000	94.520000	
0.010000	0.009780	0.222111	99.760000	94.650000	
0.010000	0.008814	0.218121	99.790000	94.550000	
0.010000	0.009652	0.217690	99.772000	94.580000	
0.010000	0.010562	0.219417	99.742000	94.510000	
0.010000	0.009356	0.221190	99.764000	94.800000	
0.001000	0.006964	0.208815	99.828000	94.830000	
0.001000	0.005396	0.200174	99.908000	95.050000	
0.001000	0.004519	0.199977	99.928000	95.160000	
0.001000	0.004039	0.202826	99.946000	95.000000	
0.001000	0.003701	0.200232	99.950000	95.030000	
0.001000	0.003552	0.199774	99.950000	95.220000	
0.001000	0.003540	0.198434	99.952000	95.220000	
0.001000	0.003435	0.198290	99.962000	95.060000	
0.001000	0.003198	0.196679	99.962000	95.230000	
0.001000	0.003096	0.201365	99.970000	95.200000	
0.001000	0.003125	0.198634	99.960000	95.140000	
0.001000	0.002774	0.199384	99.972000	95.140000	
0.001000	0.002965	0.199327	99.958000	95.210000	
0.001000	0.002817	0.201222	99.962000	95.070000	
0.001000	0.002736	0.199117	99.972000	95.170000	
0.001000	0.002513	0.199997	99.976000	95.130000	
0.001000	0.002547	0.198210	99.974000	95.150000	
0.001000	0.002539	0.196067	99.978000	95.320000	
0.001000	0.002658	0.195772	99.964000	95.220000	
0.001000	0.002554	0.199835	99.976000	95.230000	
0.001000	0.002758	0.200595	99.958000	95.160000	
0.001000	0.002514	0.197655	99.964000	95.360000	
0.001000	0.002402	0.200388	99.970000	95.210000	
0.001000	0.002349	0.196253	99.974000	95.200000	
0.001000	0.002315	0.196981	99.976000	95.220000	
0.001000	0.002181	0.201565	99.980000	95.300000	
0.001000	0.002196	0.202074	99.986000	95.250000	
0.001000	0.002204	0.201423	99.984000	95.260000	
0.001000	0.002121	0.200917	99.988000	95.170000	
0.001000	0.002155	0.200823	99.980000	95.120000	
0.001000	0.002401	0.203235	99.978000	95.110000	
0.001000	0.002076	0.199414	99.984000	95.140000	
0.001000	0.002082	0.199552	99.986000	95.310000	
0.001000	0.002479	0.200583	99.978000	95.190000	
0.001000	0.002037	0.200665	99.984000	95.410000	
0.001000	0.002072	0.198767	99.978000	95.280000	
0.001000	0.001997	0.203441	99.996000	95.200000	
0.001000	0.001916	0.203286	99.988000	95.250000	
0.001000	0.002232	0.199769	99.976000	95.320000	
0.001000	0.002245	0.199635	99.980000	95.230000	
0.001000	0.001953	0.207011	99.978000	95.230000	
0.001000	0.001982	0.202864	99.984000	95.370000	
0.001000	0.002088	0.200638	99.976000	95.350000	
0.001000	0.002136	0.201668	99.976000	95.330000	
0.001000	0.001936	0.198652	99.988000	95.390000	
0.001000	0.002013	0.203288	99.982000	95.300000	
0.001000	0.001981	0.201221	99.986000	95.200000	
0.001000	0.002035	0.201135	99.982000	95.350000	
0.001000	0.002354	0.199335	99.976000	95.330000	
0.001000	0.002115	0.201032	99.978000	95.300000	
0.001000	0.002013	0.198791	99.980000	95.310000	
0.001000	0.002047	0.199684	99.988000	95.320000	
0.001000	0.001941	0.200139	99.980000	95.220000	
0.001000	0.001815	0.198633	99.988000	95.250000	
0.001000	0.001897	0.203903	99.990000	95.190000	
0.001000	0.001848	0.201459	99.992000	95.320000	
0.001000	0.002006	0.203912	99.982000	95.200000	
0.001000	0.001976	0.199882	99.984000	95.210000	
0.001000	0.001872	0.199840	99.978000	95.360000	
0.001000	0.001751	0.203030	99.990000	95.230000	
0.001000	0.001890	0.199962	99.988000	95.310000	
0.001000	0.001648	0.202838	99.988000	95.250000	
0.001000	0.001912	0.202791	99.984000	95.360000	
0.001000	0.001799	0.199345	99.982000	95.260000	
0.001000	0.001807	0.200450	99.984000	95.290000	
0.001000	0.001727	0.199953	99.988000	95.320000	
0.001000	0.001774	0.199851	99.986000	95.290000	
0.001000	0.001892	0.203159	99.976000	95.350000	
0.001000	0.001860	0.200141	99.984000	95.380000	
0.001000	0.001710	0.203026	99.994000	95.330000	
0.001000	0.001721	0.199795	99.994000	95.370000	
0.001000	0.001646	0.197716	99.994000	95.400000	
0.001000	0.001701	0.199545	99.988000	95.460000	
0.001000	0.001671	0.200618	99.994000	95.380000	
0.001000	0.001583	0.200463	99.988000	95.270000	
0.100000	0.001831	0.198092	99.979996	95.329994	
0.100000	0.001859	0.199744	99.979996	95.239998	
