Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	0.776770	1.338293	76.334000	65.059998	
0.100000	0.781628	1.409543	76.181999	63.639999	
0.100000	0.769452	1.496582	76.475998	63.239998	
0.100000	0.767313	1.407935	76.629997	63.699997	
0.100000	0.768862	1.265356	76.594002	66.970001	
0.100000	0.769580	1.442656	76.411995	64.070000	
0.100000	0.771530	1.307091	76.405998	65.239998	
0.100000	0.755149	1.385462	77.003998	63.649998	
0.100000	0.763251	1.379205	76.706001	64.349998	
0.100000	0.754238	1.356369	77.040001	64.549995	
0.100000	0.757076	1.478200	77.138000	63.869999	
0.100000	0.759351	1.396002	76.708000	64.119995	
0.100000	0.749682	1.389932	76.947998	64.830002	
0.100000	0.752524	1.456178	76.977997	63.389999	
0.100000	0.753759	1.321794	77.045998	65.430000	
0.100000	0.747391	1.358565	76.981995	66.430000	
0.100000	0.739687	1.382221	77.423996	65.169998	
0.100000	0.741836	1.326999	77.279999	64.860001	
0.100000	0.738770	1.268618	77.383995	66.500000	
0.100000	0.738172	1.267793	77.484001	66.889999	
0.100000	0.730908	1.314523	77.543999	65.799995	
0.100000	0.732706	1.402392	77.487999	64.869995	
0.100000	0.729807	1.350525	77.529999	65.209999	
0.100000	0.726103	1.334543	77.694000	65.639999	
0.100000	0.724851	1.436546	77.773994	63.579998	
0.100000	0.728676	1.386562	77.608002	65.669998	
0.100000	0.730263	1.322176	77.659996	66.489998	
0.100000	0.729542	1.341544	77.594002	66.309998	
0.100000	0.724465	1.293380	77.986000	66.049995	
0.100000	0.716136	1.312376	78.152000	66.139999	
0.100000	0.721989	1.375165	77.862000	64.189995	
0.100000	0.712289	1.357006	78.101997	65.339996	
0.100000	0.718213	1.353907	77.821999	65.449997	
0.100000	0.714729	1.424432	77.989998	64.099998	
0.100000	0.716407	1.292272	77.917999	66.759995	
0.100000	0.711819	1.209002	78.122002	67.650002	
0.100000	0.711434	1.348334	78.150002	65.610001	
0.100000	0.709689	1.330161	78.152000	65.519997	
0.100000	0.695311	1.397439	78.683998	65.360001	
0.100000	0.711106	1.308774	78.281998	65.909996	
0.100000	0.710200	1.258661	78.075996	67.500000	
0.100000	0.712152	1.366213	78.180000	65.099998	
0.100000	0.699936	1.320476	78.348000	66.150002	
0.100000	0.710011	1.500609	78.220001	63.119999	
0.100000	0.705122	1.490948	78.358002	63.739998	
0.100000	0.704120	1.398856	78.321999	64.639999	
0.100000	0.696811	1.316743	78.537994	66.439995	
0.100000	0.692140	1.345706	78.657997	65.159996	
0.100000	0.699246	1.358352	78.383995	65.629997	
0.100000	0.700014	1.300010	78.437996	65.650002	
0.100000	0.699651	1.451568	78.456001	63.449997	
0.100000	0.694472	1.477195	78.619995	64.189995	
0.100000	0.699070	1.359044	78.463997	65.589996	
0.100000	0.694242	1.348463	78.301994	65.680000	
0.100000	0.690396	1.258317	78.703995	66.409996	
0.100000	0.689847	1.373851	78.689995	65.549995	
0.100000	0.688830	1.286720	78.697998	66.849998	
0.100000	0.690526	1.256000	78.673996	67.239998	
0.100000	0.696817	1.343848	78.519997	65.279999	
0.100000	0.684914	1.370486	78.699997	65.500000	
0.100000	0.695833	1.246837	78.493996	67.199997	
0.100000	0.683038	1.351580	78.872002	65.790001	
0.100000	0.680126	1.450323	79.021996	63.570000	
0.100000	0.692365	1.401501	78.519997	63.539997	
0.100000	0.684561	1.450116	78.914001	64.150002	
0.100000	0.681289	1.325992	79.019997	66.260002	
0.100000	0.686387	1.386706	78.939995	63.629997	
0.100000	0.687271	1.250082	78.669998	66.809998	
0.100000	0.680835	1.503363	79.077995	63.410000	
0.100000	0.675334	1.408905	78.989998	65.209999	
0.100000	0.681835	1.372200	78.979996	64.979996	
0.100000	0.686484	1.407120	78.874001	64.729996	
0.100000	0.670817	1.504215	79.136002	63.699997	
0.100000	0.679454	1.430814	79.023994	64.339996	
0.100000	0.683130	1.287338	78.877998	67.250000	
0.100000	0.668773	1.328862	79.255997	65.470001	
0.100000	0.674523	1.389095	79.070000	64.919998	
0.100000	0.678587	1.273328	79.091995	67.379997	
0.100000	0.676324	1.364538	79.110001	64.610001	
0.100000	0.666127	1.277549	79.495995	67.449997	
0.100000	0.668543	1.313267	79.344002	66.330002	
0.100000	0.669758	1.458622	79.367996	63.459999	
0.100000	0.672090	1.466674	79.197998	64.739998	
0.100000	0.673330	1.304299	79.061996	67.549995	
0.100000	0.671300	1.417813	79.131996	65.680000	
0.100000	0.665706	1.417314	79.264000	65.070000	
0.100000	0.668532	1.269858	79.327995	67.150002	
0.100000	0.669385	1.395210	79.129997	65.019997	
0.100000	0.670445	1.250900	79.320000	66.930000	
0.100000	0.667162	1.320633	79.473999	66.169998	
0.010000	0.349023	0.871571	89.639999	76.599998	
0.010000	0.247137	0.866168	92.916000	77.209999	
0.010000	0.210375	0.882728	94.161995	77.379997	
0.010000	0.190655	0.894736	94.708000	77.209999	
0.010000	0.169876	0.906116	95.444000	77.389999	
0.010000	0.155320	0.913059	95.837997	77.290001	
0.010000	0.143985	0.929051	96.213997	76.959999	
0.010000	0.133820	0.935499	96.501999	77.320000	
0.010000	0.123287	0.935953	96.797997	77.229996	
0.010000	0.115239	0.959935	97.101997	76.860001	
0.010000	0.108675	0.962947	97.265999	77.199997	
0.010000	0.103633	0.978705	97.381996	77.099998	
0.010000	0.096540	0.984164	97.661995	76.759995	
0.010000	0.092186	0.988914	97.723999	77.169998	
0.010000	0.085524	0.997717	98.009995	77.119995	
0.010000	0.081121	0.995769	98.217995	77.199997	
0.010000	0.078099	1.004275	98.323997	77.080002	
0.010000	0.074302	1.021202	98.292000	76.970001	
0.010000	0.071505	1.026322	98.493996	76.959999	
0.010000	0.068331	1.033081	98.584000	76.979996	
0.010000	0.065638	1.042968	98.619995	76.559998	
0.010000	0.063712	1.028390	98.673996	76.919998	
0.010000	0.060331	1.032200	98.807999	76.939995	
0.010000	0.058312	1.044012	98.867996	76.400002	
0.010000	0.058502	1.054864	98.865997	76.699997	
0.010000	0.055934	1.065588	98.911995	76.669998	
0.010000	0.054409	1.064970	98.923996	76.699997	
0.010000	0.052008	1.058859	98.989998	76.979996	
0.010000	0.052488	1.068878	99.015999	76.389999	
0.010000	0.050479	1.081061	99.049995	76.309998	
0.010000	0.048630	1.066781	99.113998	76.759995	
0.010000	0.049123	1.076997	99.098000	76.570000	
0.010000	0.047384	1.067682	99.135994	76.400002	
0.010000	0.044329	1.075585	99.194000	76.659996	
0.010000	0.044022	1.077988	99.250000	76.769997	
0.010000	0.044423	1.074900	99.213997	76.639999	
0.010000	0.040209	1.082007	99.385994	76.680000	
0.010000	0.040851	1.098750	99.348000	76.599998	
0.010000	0.039682	1.086967	99.360001	76.709999	
0.010000	0.038673	1.089810	99.403999	76.430000	
0.010000	0.039192	1.087154	99.389999	76.979996	
0.010000	0.041155	1.085917	99.285995	76.720001	
0.010000	0.038736	1.096042	99.367996	76.259995	
0.010000	0.037371	1.094605	99.461998	76.309998	
0.010000	0.037097	1.078347	99.439995	76.790001	
0.010000	0.035659	1.089513	99.473999	76.799995	
0.010000	0.039160	1.095253	99.325996	76.500000	
0.010000	0.036770	1.089553	99.399994	76.489998	
0.010000	0.036754	1.087266	99.413994	76.599998	
0.010000	0.037375	1.097453	99.439995	76.479996	
0.010000	0.037741	1.091120	99.349998	76.570000	
0.010000	0.037339	1.082704	99.389999	76.739998	
0.010000	0.036181	1.089549	99.433998	76.619995	
