Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	0.174902	0.425145	93.862000	87.650002	
0.100000	0.172011	0.429444	94.003998	87.070000	
0.100000	0.172556	0.515627	93.947998	84.809998	
0.100000	0.171557	0.484122	94.077995	86.150002	
0.100000	0.168486	0.471459	94.101997	86.779999	
0.100000	0.172657	0.466370	93.939995	86.979996	
0.100000	0.166347	0.368037	94.192001	89.320000	
0.100000	0.165509	0.377273	94.353996	88.430000	
0.100000	0.162543	0.507842	94.215996	85.259995	
0.010000	0.081507	0.260546	97.416000	92.209999	
0.010000	0.052219	0.264637	98.301994	92.470001	
0.010000	0.044060	0.272241	98.621994	92.339996	
0.010000	0.035072	0.278015	98.891998	92.369995	
0.010000	0.031976	0.277406	98.973999	92.629997	
0.010000	0.028210	0.288158	99.107994	92.619995	
0.010000	0.026043	0.292773	99.171997	92.680000	
0.010000	0.022881	0.295789	99.279999	92.610001	
0.010000	0.022547	0.294658	99.267998	92.709999	
0.010000	0.018725	0.304568	99.435997	92.629997	
0.010000	0.018318	0.309030	99.419998	92.509995	
0.010000	0.016923	0.317031	99.461998	92.610001	
0.010000	0.016130	0.315818	99.498001	92.689995	
0.010000	0.014108	0.313615	99.599998	92.689995	
0.010000	0.013006	0.324463	99.617996	92.720001	
0.010000	0.014569	0.326547	99.509995	92.799995	
0.010000	0.012624	0.331339	99.621994	92.790001	
0.010000	0.011491	0.332316	99.655998	92.779999	
0.010000	0.011438	0.335476	99.659996	92.599998	
0.010000	0.010285	0.329977	99.708000	92.889999	
0.010000	0.010163	0.355024	99.685997	92.649994	
0.010000	0.009532	0.353242	99.736000	92.629997	
0.010000	0.009374	0.359175	99.709999	92.599998	
0.010000	0.008957	0.352168	99.729996	92.769997	
0.010000	0.008192	0.356450	99.771996	92.759995	
0.010000	0.007283	0.366957	99.778000	92.559998	
0.010000	0.008524	0.368741	99.739998	92.699997	
0.010000	0.009024	0.361098	99.711998	92.889999	
0.010000	0.008002	0.358885	99.781998	92.799995	
0.010000	0.007377	0.364854	99.787994	92.540001	
0.010000	0.007598	0.365078	99.771996	92.639999	
0.010000	0.006955	0.368118	99.783997	92.759995	
0.010000	0.006899	0.360689	99.792000	92.790001	
0.010000	0.006725	0.360640	99.806000	92.739998	
0.010000	0.006347	0.365686	99.825996	92.849998	
0.010000	0.005950	0.368332	99.841995	92.829994	
0.010000	0.006041	0.381155	99.860001	92.680000	
0.010000	0.005732	0.373627	99.841995	92.669998	
0.010000	0.006674	0.374386	99.811996	92.879997	
0.010000	0.005437	0.370696	99.871994	92.839996	
0.010000	0.006007	0.385033	99.813995	92.769997	
0.001000	0.005281	0.377381	99.862000	92.899994	
0.001000	0.004314	0.373328	99.885994	92.849998	
0.001000	0.004331	0.374712	99.888000	92.909996	
0.001000	0.004069	0.372956	99.895996	92.899994	
0.001000	0.003514	0.372253	99.911995	93.070000	
0.001000	0.003937	0.372215	99.899994	92.930000	
0.001000	0.003101	0.373774	99.923996	92.869995	
0.001000	0.003238	0.372355	99.927994	93.000000	
0.001000	0.003265	0.369111	99.921997	92.949997	
0.001000	0.003232	0.372918	99.937996	92.989998	
0.001000	0.003074	0.374379	99.935997	92.899994	
0.001000	0.002982	0.375375	99.937996	92.949997	
0.001000	0.003094	0.372370	99.927994	92.930000	
0.001000	0.003332	0.372447	99.911995	92.970001	
0.001000	0.003289	0.373838	99.911995	92.919998	
0.001000	0.002582	0.376439	99.956001	92.989998	
0.001000	0.002700	0.372748	99.939995	92.979996	
0.001000	0.003096	0.372948	99.919998	92.959999	
0.001000	0.002555	0.373519	99.937996	93.040001	
0.001000	0.002662	0.372454	99.945999	92.979996	
0.001000	0.003107	0.374686	99.916000	92.909996	
0.001000	0.002694	0.374637	99.941994	93.009995	
0.001000	0.002740	0.376358	99.941994	92.939995	
0.001000	0.002775	0.375310	99.933998	92.919998	
0.001000	0.002654	0.374929	99.941994	93.000000	
0.001000	0.002767	0.375993	99.927994	92.989998	
0.001000	0.002905	0.376889	99.930000	92.939995	
0.001000	0.002283	0.375896	99.953995	92.939995	
0.001000	0.002865	0.382274	99.935997	92.959999	
0.001000	0.002900	0.382925	99.931999	92.949997	
0.001000	0.002942	0.378123	99.933998	92.909996	
0.001000	0.002498	0.380452	99.949997	92.869995	
0.001000	0.002446	0.378481	99.956001	93.019997	
0.001000	0.002270	0.381303	99.958000	92.899994	
0.001000	0.002459	0.385075	99.956001	92.879997	
0.001000	0.002740	0.385609	99.935997	92.899994	
0.001000	0.002591	0.378355	99.931999	93.000000	
0.001000	0.002221	0.384143	99.958000	92.970001	
0.001000	0.002451	0.381546	99.944000	92.930000	
0.001000	0.002544	0.381877	99.945999	92.909996	
0.001000	0.002233	0.380335	99.953995	92.949997	
0.001000	0.002493	0.381553	99.945999	92.869995	
