Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.001000	0.019735	1.581472	99.681999	71.860001	
0.001000	0.018755	1.576707	99.713997	71.939995	
0.001000	0.018984	1.569845	99.697998	72.019997	
0.001000	0.018841	1.584769	99.722000	71.820000	
0.001000	0.019210	1.576143	99.697998	71.849998	
0.001000	0.018587	1.582231	99.751999	71.869995	
0.001000	0.018507	1.579596	99.753998	71.900002	
0.001000	0.018847	1.571069	99.709999	71.889999	
0.001000	0.018920	1.577663	99.722000	71.839996	
0.001000	0.018669	1.578121	99.737999	71.860001	
0.001000	0.017478	1.575531	99.773994	71.860001	
0.001000	0.018465	1.583879	99.737999	71.839996	
0.001000	0.017972	1.592830	99.755997	71.820000	
0.001000	0.019206	1.583833	99.681999	71.989998	
0.001000	0.018260	1.590061	99.729996	72.000000	
